PropertyID,ParID,UseDescription,Rental?,RentalPermit?,OwnerID,AgentID,Zoning,OpenIssueType,OpenIssueNote,Image,PropertyType,ResidenceType,VacantLand?,OccupancyPermit?,OccupancyPermitDate,RentalPermitDate,PropertyStatus,StatusDate,Note,SewerDistrict,UCCPermit?,UCCPermitDate,ZoningApproval?,ZoningApprovalDate,PassDyeTest?,PassDyeTestDate,CountyHyperlink,municode_1
12207,0372B00082000000,Single family                 ,0,0,674,939,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372B00082000000,816
12208,0372E00228000000,Single family                 ,0,0,1459,435,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372E00228000000,816
12209,0371K00284000000,Single family                 ,0,0,1887,,,,,,Residential                   ,,0,0,,,,,Marvel Holding Trust 16 Highridge Ct New Kensington,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371K00284000000,816
12210,0372C00165000000,Single family                 ,0,0,267,939,,,,,Residential                   ,,0,0,,,,,Rebecca Kyper,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372C00165000000,816
12211,0372G00230000000,Single family                 ,0,0,2684,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372G00230000000,816
12212,0372F00212000000,Single family                 ,0,0,2046,309,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372F00212000000,816
12213,0371F00144000000,Single family                 ,0,0,4316,724,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371F00144000000,816
12214,0037B00088000000,Single family                 ,0,0,2317,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0037B00088000000,816
12215,0372B00084000000,Single family                 ,0,0,490,672,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372B00084000000,816
12216,0453P00203000000,Builders lot                  ,1,0,260,243,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0453P00203000000,953
12217,0453P00050000000,Single family                 ,0,0,631,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0453P00050000000,953
12218,0372A00204000000,Single family                 ,0,0,3087,911,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372A00204000000,816
12219,0371K00110000000,Single family                 ,0,0,59,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371K00110000000,816
12220,0371R00008000000,Single family                 ,0,0,395,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371R00008000000,816
12221,0452F00010000000,Single family                 ,0,0,1356,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452F00010000000,816
12222,0372C00105000000,Single family                 ,0,0,150,691,,,,,Residential                   ,,0,0,,,,,Christy Azzarello 724-519-8447 / Michael Hoover current occupant at the address,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372C00105000000,816
12223,0372B00100000000,Single family                 ,0,0,3177,939,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372B00100000000,816
12224,0452J00090000000,Single family                 ,0,0,1185,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452J00090000000,816
12225,0372A00238000000,Single family                 ,1,0,1222,939,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372A00238000000,816
12226,0372B00076000000,Single family                 ,0,0,3650,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372B00076000000,816
12227,0372B00024000000,Single family                 ,0,0,1476,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372B00024000000,816
12228,0371R00201000000,Vacant land                   ,1,0,3542,301,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371R00201000000,816
12229,0372C00235000000,Single family                 ,0,0,1511,939,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372C00235000000,816
12230,0372A00240000000,Single family                 ,0,0,2293,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372A00240000000,816
12231,0453K00091000000,Single family                 ,0,0,883,487,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0453K00091000000,816
12232,0453K00071000000,Single family                 ,0,0,4276,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0453K00071000000,816
12233,0452J00080000000,Single family                 ,0,0,2866,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452J00080000000,816
12234,0372C00180000000,Single family                 ,0,0,2385,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372C00180000000,816
12235,0298H00035000000,Single family                 ,0,0,1739,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298H00035000000,816
12236,0372B00092000000,Single family                 ,0,0,3415,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372B00092000000,816
12237,0371K00070000000,Single family                 ,0,0,4146,737,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371K00070000000,816
12238,0371R00367000000,Single family                 ,0,0,1311,362,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371R00367000000,816
12239,0372C00052000000,Single family                 ,1,0,2045,673,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372C00052000000,816
12240,0371L00034000000,Single family                 ,0,0,4455,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371L00034000000,816
12241,0372A00146000000,Single family                 ,0,0,427,448,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372A00146000000,816
12242,0371P00120000000,Single family                 ,0,0,3904,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371P00120000000,816
12243,0372A00234000000,Single family                 ,0,0,123,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372A00234000000,816
12244,0371R00336000000,Single family                 ,0,0,1768,362,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371R00336000000,816
12245,0372C00186000000,Single family                 ,0,0,773,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372C00186000000,816
12246,0372C00024000000,Single family                 ,0,0,1051,673,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372C00024000000,816
12247,0372A00134000000,Single family                 ,0,0,2566,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372A00134000000,816
12248,0371L00040000000,Single family                 ,0,0,547,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371L00040000000,816
12249,0372A00138000000,Single family                 ,0,0,1239,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372A00138000000,816
12250,0371R00022000000,Single family                 ,0,0,3881,237,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371R00022000000,816
12251,0371R00198000000,Single family                 ,0,0,3542,301,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371R00198000000,816
12252,0371P00156000000,Single family                 ,0,0,2818,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371P00156000000,816
12253,0371G00170000000,Single family                 ,0,0,3555,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371G00170000000,816
12254,0372C00112000000,Single family                 ,0,0,2215,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372C00112000000,816
12255,0372E00122000000,Single family                 ,0,0,2744,301,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372E00122000000,816
12256,0452K00060000000,Single family                 ,0,0,2303,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452K00060000000,816
12257,0372A00158000000,Single family                 ,0,0,4065,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372A00158000000,816
12258,0370J00010000000,"Churches, public worship      ",0,0,295,84,,,,,Commercial                    ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0370J00010000000,816
12259,0452C00086000000,Vacant land                   ,1,0,3433,,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452C00086000000,953
12260,0371P00022000000,Single family                 ,0,0,4166,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371P00022000000,816
12261,0371P00010000000,Single family                 ,0,0,2459,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371P00010000000,816
12262,0371J00006000000,Single family                 ,0,0,1429,939,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371J00006000000,816
12263,0372C00100000000,Vacant land                   ,1,0,2229,573,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372C00100000000,816
12264,0372B00098000000,Single family                 ,0,0,3724,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372B00098000000,816
12265,0452G00062000000,Single family                 ,0,0,1632,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452G00062000000,953
12266,0371F00198000000,Single family                 ,0,0,2565,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371F00198000000,816
12267,0372B00102000000,Single family                 ,0,0,4405,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372B00102000000,816
12268,0371M00290000000,Single family                 ,0,0,837,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371M00290000000,816
12269,0452G00056000000,Single family                 ,0,0,3407,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452G00056000000,953
12270,0371R00275000000,Single family                 ,0,0,2727,218,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371R00275000000,816
12271,0373H00144000000,Two family                    ,1,0,3888,138,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373H00144000000,953
12272,0373H00144000000,Two family                    ,1,0,3888,138,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373H00144000000,953
12273,0371R00106000000,Single family                 ,0,0,3474,939,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371R00106000000,816
12274,0372G00100000000,Owned by college/univ/academy ,0,0,4411,184,,,,,Government                    ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372G00100000000,816
12275,0371F00070000000,Single family                 ,0,0,1817,491,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371F00070000000,816
12276,0452F00094000000,Single family                 ,0,0,163,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452F00094000000,816
12277,0372C00250000000,Vacant land                   ,1,0,3178,309,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372C00250000000,816
12278,0374L00323000000,Vacant land                   ,1,0,3190,723,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0374L00323000000,953
12279,0374L00320000000,Vacant land                   ,1,0,1652,43,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0374L00320000000,953
12280,0297D00126000000,Single family                 ,1,0,657,714,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0297D00126000000,816
12281,0374H00228000000,Single family                 ,1,0,4123,915,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0374H00228000000,953
12282,0374H00226000000,Single family                 ,0,0,988,673,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0374H00226000000,953
12283,0374H00230000000,Single family                 ,1,0,2250,574,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0374H00230000000,953
12284,0454B00158000000,Single family                 ,0,0,1640,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454B00158000000,953
12285,0452H00052000000,Single family                 ,0,0,3089,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452H00052000000,953
12286,0454B00236000000,Single family                 ,0,0,1754,478,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454B00236000000,953
12287,0371R00200000000,Single family                 ,0,0,3094,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371R00200000000,816
12288,0373C00098000000,Single family                 ,0,0,1636,939,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373C00098000000,953
12289,0451N00375000000,Vacant commercial land        ,0,0,833,336,,,,,Commercial                    ,,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0451N00375000000,816
12290,0373D00024000000,Single family                 ,0,0,3159,939,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373D00024000000,953
12291,0452F00066000000,Single family                 ,0,0,2289,362,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452F00066000000,953
12292,0373C00096000000,Single family                 ,0,0,3239,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373C00096000000,953
12293,0541E00150000000,Single family                 ,0,0,2999,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541E00150000000,953
12294,0454B00067000000,Single family                 ,0,0,3599,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454B00067000000,953
12295,0373D00044000000,Single family                 ,0,0,2936,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373D00044000000,953
12296,0542B00176000000,Single family                 ,0,0,113,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0542B00176000000,953
12297,0542A00182000000,Single family                 ,0,0,1253,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0542A00182000000,953
12298,0452H00048000000,Single family                 ,1,0,3335,301,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452H00048000000,953
12299,0373D00046000000,Single family                 ,0,0,1445,691,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373D00046000000,953
12300,0542A00192000000,Single family                 ,0,0,3106,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0542A00192000000,953
12301,0373C00136000000,Single family                 ,0,0,2578,638,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373C00136000000,953
12302,0454A00102000000,Single family                 ,0,0,685,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454A00102000000,953
12303,0452H00114000000,Single family                 ,0,0,3509,422,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452H00114000000,953
12304,0454B00230000000,Vacant land                   ,1,0,1979,536,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454B00230000000,953
12305,0373C00100000000,Single family                 ,0,0,1008,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373C00100000000,953
12306,0452M00084000000,Single family                 ,0,0,31,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452M00084000000,953
12307,0372C00220000000,Single family                 ,0,0,185,691,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0372C00220000000,816
12308,0370K00001000000,Vacant land                   ,1,0,749,317,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0370K00001000000,816
12309,0454L00043000000,Vacant land                   ,1,0,4510,,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454L00043000000,953
12310,0452M00066000000,Single family                 ,0,0,2219,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452M00066000000,953
12311,0371S00070000000,Single family                 ,1,0,2241,,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0371S00070000000,816
12312,0452K00038000000,Single family                 ,0,0,50,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452K00038000000,816
12313,0541J00306000000,Single family                 ,0,0,4515,75,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541J00306000000,953
12314,0373D00036000000,Single family                 ,0,0,2296,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373D00036000000,953
12315,0543A00143000000,Vacant land                   ,1,0,2829,,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0543A00143000000,953
12316,0541K00068000000,Single family                 ,0,0,2841,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541K00068000000,953
12317,0454B00098000000,Single family                 ,1,0,2948,669,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454B00098000000,953
12318,0547A00075000000,Vacant industrial land        ,0,0,105,179,,,,,Industrial                    ,,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0547A00075000000,953
12319,0298G00105000000,Owned by board of education   ,0,0,663,81,,,,,Government                    ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0298G00105000000,816
12320,0452M00042000000,Single family                 ,0,0,539,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452M00042000000,953
12321,0452G00024000000,Vacant land                   ,0,0,3748,,,,,,Residential                   ,,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452G00024000000,953
12322,0541J00022000000,Single family                 ,0,0,559,691,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541J00022000000,953
12323,0452G00022000000,Single family                 ,0,0,3744,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0452G00022000000,953
12324,0454B00094000000,Single family                 ,1,0,684,308,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454B00094000000,953
12325,0373B00188000000,Single family                 ,0,0,3339,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373B00188000000,953
12326,0541K00082000000,Single family                 ,0,0,2666,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0541K00082000000,953
12327,0373B00190000000,Single family                 ,0,0,410,,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373B00190000000,953
12328,0454C00030000000,Single family                 ,1,0,2259,576,,,,,Residential                   ,Rental,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454C00030000000,953
12329,0374M00060000000,Vacant land                   ,1,0,152,57,,,,,Residential                   ,Rental,1,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0374M00060000000,953
12330,0454B00242000000,Single family                 ,0,0,815,939,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0454B00242000000,953
12331,0373L00224000000,Single family                 ,0,0,1785,448,,,,,Residential                   ,,0,0,,,,,,,0,,0,,0,,http://www2.county.allegheny.pa.us/RealEstate/GeneralInfo.aspx?ParcelID=0373L00224000000,953
